Date,S&P 500 Daily Log Return (percent)
17-Jul-2018,0.396578
16-Jul-2018,-0.102862
13-Jul-2018,0.107865
12-Jul-2018,0.871098
11-Jul-2018,-0.711946
10-Jul-2018,0.346719
09-Jul-2018,0.878434
06-Jul-2018,0.844553
05-Jul-2018,0.858381
03-Jul-2018,-0.495963
02-Jul-2018,0.306332
29-Jun-2018,0.075809
28-Jun-2018,0.615962
27-Jun-2018,-0.864152
26-Jun-2018,0.220215
25-Jun-2018,-1.381979
22-Jun-2018,0.186025
21-Jun-2018,-0.636571
20-Jun-2018,0.17107
19-Jun-2018,-0.403155
18-Jun-2018,-0.212842
15-Jun-2018,-0.101759
14-Jun-2018,0.246846
13-Jun-2018,-0.403418
12-Jun-2018,0.174183
11-Jun-2018,0.106815
08-Jun-2018,0.312106
07-Jun-2018,-0.071445
06-Jun-2018,0.853088
05-Jun-2018,0.070237
04-Jun-2018,0.44696
01-Jun-2018,1.079076
31-May-2018,-0.690334
30-May-2018,1.261591
29-May-2018,-1.163158
25-May-2018,-0.236003
24-May-2018,-0.202525
23-May-2018,0.324311
22-May-2018,-0.314066
21-May-2018,0.735959
18-May-2018,-0.26357
17-May-2018,-0.085621
16-May-2018,0.405234
15-May-2018,-0.686568
14-May-2018,0.088313
11-May-2018,0.170618
10-May-2018,0.9327
09-May-2018,0.96356
08-May-2018,-0.026569
07-May-2018,0.3452
04-May-2018,1.272983
03-May-2018,-0.225624
02-May-2018,-0.72319
01-May-2018,0.25458
30-Apr-2018,-0.822124
27-Apr-2018,0.111302
26-Apr-2018,1.038013
25-Apr-2018,0.183543
24-Apr-2018,-1.34709
23-Apr-2018,0.005618
20-Apr-2018,-0.857318
19-Apr-2018,-0.574258
18-Apr-2018,0.083102
17-Apr-2018,1.060514
16-Apr-2018,0.807632
13-Apr-2018,-0.289082
12-Apr-2018,0.821688
11-Apr-2018,-0.554062
10-Apr-2018,1.658852
09-Apr-2018,0.333102
06-Apr-2018,-2.216402
05-Apr-2018,0.683937
04-Apr-2018,1.150011
03-Apr-2018,1.253593
02-Apr-2018,-2.259059
29-Mar-2018,1.367573
28-Mar-2018,-0.292087
27-Mar-2018,-1.742731
26-Mar-2018,2.679503
23-Mar-2018,-2.118983
22-Mar-2018,-2.548489
21-Mar-2018,-0.184569
20-Mar-2018,0.14807
19-Mar-2018,-1.430601
16-Mar-2018,0.170202
15-Mar-2018,-0.078227
14-Mar-2018,-0.574094
13-Mar-2018,-0.638392
12-Mar-2018,-0.127478
09-Mar-2018,1.722951
08-Mar-2018,0.445318
07-Mar-2018,-0.048397
06-Mar-2018,0.263532
05-Mar-2018,1.097164
02-Mar-2018,0.505876
01-Mar-2018,-1.341391
28-Feb-2018,-1.115782
27-Feb-2018,-1.278829
26-Feb-2018,1.168842
23-Feb-2018,1.590125
22-Feb-2018,0.097312
21-Feb-2018,-0.551169
20-Feb-2018,-0.585853
16-Feb-2018,0.037339
15-Feb-2018,1.199684
14-Feb-2018,1.331346
13-Feb-2018,0.260954
12-Feb-2018,1.381868
09-Feb-2018,1.482563
08-Feb-2018,-3.825909
07-Feb-2018,-0.501415
06-Feb-2018,1.729059
05-Feb-2018,-4.184256
02-Feb-2018,-2.143665
01-Feb-2018,-0.064827
31-Jan-2018,0.048882
30-Jan-2018,-1.095861
29-Jan-2018,-0.675471
26-Jan-2018,1.17716
25-Jan-2018,0.060245
24-Jan-2018,-0.056019
23-Jan-2018,0.217204
22-Jan-2018,0.803439
19-Jan-2018,0.437564
18-Jan-2018,-0.161769
17-Jan-2018,0.937096
16-Jan-2018,-0.353069
12-Jan-2018,0.672695
11-Jan-2018,0.7009
10-Jan-2018,-0.111282
09-Jan-2018,0.130206
08-Jan-2018,0.166094
05-Jan-2018,0.700918
04-Jan-2018,0.402057
03-Jan-2018,0.637843
02-Jan-2018,0.82691
29-Dec-2017,-0.519666
28-Dec-2017,0.183235
27-Dec-2017,0.079058
26-Dec-2017,-0.105894
22-Dec-2017,-0.045828
21-Dec-2017,0.198366
20-Dec-2017,-0.082825
19-Dec-2017,-0.323552
18-Dec-2017,0.534853
15-Dec-2017,0.89343
14-Dec-2017,-0.407913
13-Dec-2017,-0.047307
12-Dec-2017,0.154768
11-Dec-2017,0.319685
08-Dec-2017,0.549119
07-Dec-2017,0.292808
06-Dec-2017,-0.011409
05-Dec-2017,-0.374644
04-Dec-2017,-0.10527
01-Dec-2017,-0.202654
30-Nov-2017,0.815758
29-Nov-2017,-0.036931
28-Nov-2017,0.980029
27-Nov-2017,-0.038433
24-Nov-2017,0.205404
22-Nov-2017,-0.075056
21-Nov-2017,0.651979
20-Nov-2017,0.127495
17-Nov-2017,-0.26295
16-Nov-2017,0.816274
15-Nov-2017,-0.5541
14-Nov-2017,-0.231229
13-Nov-2017,0.098314
10-Nov-2017,-0.089802
09-Nov-2017,-0.376907
08-Nov-2017,0.144262
07-Nov-2017,-0.018912
06-Nov-2017,0.127052
03-Nov-2017,0.309229
02-Nov-2017,0.018995
01-Nov-2017,0.159081
31-Oct-2017,0.094404
30-Oct-2017,-0.319758
27-Oct-2017,0.804055
26-Oct-2017,0.127014
25-Oct-2017,-0.467396
24-Oct-2017,0.161664
23-Oct-2017,-0.39804
20-Oct-2017,0.510385
19-Oct-2017,0.032791
18-Oct-2017,0.07421
17-Oct-2017,0.067227
16-Oct-2017,0.174923
13-Oct-2017,0.087773
12-Oct-2017,-0.168815
11-Oct-2017,0.180184
10-Oct-2017,0.231975
09-Oct-2017,-0.180603
06-Oct-2017,-0.107422
05-Oct-2017,0.563087
04-Oct-2017,0.124598
03-Oct-2017,0.215653
02-Oct-2017,0.386652
29-Sep-2017,0.369824
28-Sep-2017,0.120388
27-Sep-2017,0.407684
26-Sep-2017,0.007209
25-Sep-2017,-0.22245
22-Sep-2017,0.064763
21-Sep-2017,-0.305061
20-Sep-2017,0.063411
19-Sep-2017,0.110967
18-Sep-2017,0.145481
15-Sep-2017,0.184553
14-Sep-2017,-0.110132
13-Sep-2017,0.075678
12-Sep-2017,0.335835
11-Sep-2017,1.07809
08-Sep-2017,-0.148989
07-Sep-2017,-0.017848
06-Sep-2017,0.312387
05-Sep-2017,-0.757948
01-Sep-2017,0.198052
31-Aug-2017,0.570475
30-Aug-2017,0.460452
29-Aug-2017,0.084244
28-Aug-2017,0.048698
25-Aug-2017,0.167144
24-Aug-2017,-0.207659
23-Aug-2017,-0.345958
22-Aug-2017,0.989174
21-Aug-2017,0.116195
18-Aug-2017,-0.183707
17-Aug-2017,-1.55573
16-Aug-2017,0.14191
15-Aug-2017,-0.049894
14-Aug-2017,0.999364
11-Aug-2017,0.127471
10-Aug-2017,-1.458019
09-Aug-2017,-0.036371
08-Aug-2017,-0.241736
07-Aug-2017,0.164591
04-Aug-2017,0.188725
03-Aug-2017,-0.218598
02-Aug-2017,0.049254
01-Aug-2017,0.24461
31-Jul-2017,-0.072839
28-Jul-2017,-0.134209
27-Jul-2017,-0.09731
26-Jul-2017,0.028255
25-Jul-2017,0.291892
24-Jul-2017,-0.106425
21-Jul-2017,-0.036797
20-Jul-2017,-0.015362
19-Jul-2017,0.535827
18-Jul-2017,0.059759
17-Jul-2017,-0.005286
14-Jul-2017,0.466264
13-Jul-2017,0.18728
12-Jul-2017,0.727906
11-Jul-2017,-0.078303
10-Jul-2017,0.092734
07-Jul-2017,0.638274
06-Jul-2017,-0.941297
05-Jul-2017,0.145221
03-Jul-2017,0.230813
30-Jun-2017,0.153207
29-Jun-2017,-0.863722
28-Jun-2017,0.876948
27-Jun-2017,-0.810551
26-Jun-2017,0.031574
23-Jun-2017,0.155968
22-Jun-2017,-0.045584
21-Jun-2017,-0.058285
20-Jun-2017,-0.671919
19-Jun-2017,0.831256
16-Jun-2017,0.028362
15-Jun-2017,-0.224213
14-Jun-2017,-0.099625
13-Jun-2017,0.450127
12-Jun-2017,-0.097919
09-Jun-2017,-0.083033
08-Jun-2017,0.026711
07-Jun-2017,0.156711
06-Jun-2017,-0.27829
05-Jun-2017,-0.121842
02-Jun-2017,0.370087
01-Jun-2017,0.754259
31-May-2017,-0.046013
30-May-2017,-0.120529
26-May-2017,0.03105
25-May-2017,0.443204
24-May-2017,0.248605
23-May-2017,0.183623
22-May-2017,0.514685
19-May-2017,0.67447
18-May-2017,0.368006
17-May-2017,-1.834551
16-May-2017,-0.068707
15-May-2017,0.476507
12-May-2017,-0.147952
11-May-2017,-0.216518
10-May-2017,0.112998
09-May-2017,-0.102579
08-May-2017,0.003751
05-May-2017,0.408035
04-May-2017,0.058188
03-May-2017,-0.127215
02-May-2017,0.118841
01-May-2017,0.173074
28-Apr-2017,-0.191495
27-Apr-2017,0.055274
26-Apr-2017,-0.048576
25-Apr-2017,0.607213
24-Apr-2017,1.078175
21-Apr-2017,-0.303963
20-Apr-2017,0.752878
19-Apr-2017,-0.171782
18-Apr-2017,-0.290757
17-Apr-2017,0.857644
13-Apr-2017,-0.683803
12-Apr-2017,-0.3767
11-Apr-2017,-0.143496
10-Apr-2017,0.06875
07-Apr-2017,-0.082749
06-Apr-2017,0.192763
05-Apr-2017,-0.305955
04-Apr-2017,0.055944
03-Apr-2017,-0.164352
31-Mar-2017,-0.225756
30-Mar-2017,0.293074
29-Mar-2017,0.108481
28-Mar-2017,0.722532
27-Mar-2017,-0.102015
24-Mar-2017,-0.084436
23-Mar-2017,-0.106084
22-Mar-2017,0.188813
21-Mar-2017,-1.248562
20-Mar-2017,-0.20119
17-Mar-2017,-0.131523
16-Mar-2017,-0.162798
15-Mar-2017,0.833985
14-Mar-2017,-0.338474
13-Mar-2017,0.036662
10-Mar-2017,0.326335
09-Mar-2017,0.079952
08-Mar-2017,-0.228687
07-Mar-2017,-0.291756
06-Mar-2017,-0.32826
03-Mar-2017,0.050367
02-Mar-2017,-0.58771
01-Mar-2017,1.358118
28-Feb-2017,-0.258166
27-Feb-2017,0.10175
24-Feb-2017,0.149224
23-Feb-2017,0.04189
22-Feb-2017,-0.108286
21-Feb-2017,0.602986
17-Feb-2017,0.167717
16-Feb-2017,-0.086448
15-Feb-2017,0.497992
14-Feb-2017,0.399929
13-Feb-2017,0.523218
10-Feb-2017,0.355972
09-Feb-2017,0.573598
08-Feb-2017,0.069315
07-Feb-2017,0.022679
06-Feb-2017,-0.211766
03-Feb-2017,0.723857
02-Feb-2017,0.057013
01-Feb-2017,0.029835
31-Jan-2017,-0.08904
30-Jan-2017,-0.602766
27-Jan-2017,-0.086684
26-Jan-2017,-0.073557
25-Jan-2017,0.799403
24-Jan-2017,0.654309
23-Jan-2017,-0.26937
20-Jan-2017,0.336053
19-Jan-2017,-0.361586
18-Jan-2017,0.17622
17-Jan-2017,-0.297191
13-Jan-2017,0.184815
12-Jan-2017,-0.214706
11-Jan-2017,0.282557
10-Jan-2017,0.0
09-Jan-2017,-0.355487
06-Jan-2017,0.35108
05-Jan-2017,-0.077097
04-Jan-2017,0.5706
03-Jan-2017,0.845077
30-Dec-2016,-0.464787
29-Dec-2016,-0.029339
28-Dec-2016,-0.839166
27-Dec-2016,0.224592
23-Dec-2016,0.12509
22-Dec-2016,-0.186472
21-Dec-2016,-0.246035
20-Dec-2016,0.363092
19-Dec-2016,0.197319
16-Dec-2016,-0.175217
15-Dec-2016,0.387571
14-Dec-2016,-0.815032
13-Dec-2016,0.651848
12-Dec-2016,-0.113805
09-Dec-2016,0.592138
08-Dec-2016,0.215708
07-Dec-2016,1.307731
06-Dec-2016,0.340508
05-Dec-2016,0.580442
02-Dec-2016,0.039699
01-Dec-2016,-0.352173
30-Nov-2016,-0.2657
29-Nov-2016,0.133443
28-Nov-2016,-0.526833
25-Nov-2016,0.390669
23-Nov-2016,0.080768
22-Nov-2016,0.216309
21-Nov-2016,0.743369
18-Nov-2016,-0.238955
17-Nov-2016,0.466539
16-Nov-2016,-0.158354
15-Nov-2016,0.745298
14-Nov-2016,-0.011551
11-Nov-2016,-0.139891
10-Nov-2016,0.194886
09-Nov-2016,1.101614
08-Nov-2016,0.376486
07-Nov-2016,2.198016
04-Nov-2016,-0.166753
03-Nov-2016,-0.44332
02-Nov-2016,-0.654687
01-Nov-2016,-0.681005
31-Oct-2016,-0.012228
28-Oct-2016,-0.311308
27-Oct-2016,-0.299125
26-Oct-2016,-0.174194
25-Oct-2016,-0.380488
24-Oct-2016,0.473852
21-Oct-2016,-0.008406
20-Oct-2016,-0.137669
19-Oct-2016,0.21896
18-Oct-2016,0.614146
17-Oct-2016,-0.304263
14-Oct-2016,0.020162
13-Oct-2016,-0.310413
12-Oct-2016,0.114596
11-Oct-2016,-1.252461
10-Oct-2016,0.459537
07-Oct-2016,-0.325877
06-Oct-2016,0.048143
05-Oct-2016,0.428749
04-Oct-2016,-0.49679
03-Oct-2016,-0.326599
30-Sep-2016,0.793633
29-Sep-2016,-0.936502
28-Sep-2016,0.528249
27-Sep-2016,0.642357
26-Sep-2016,-0.862492
23-Sep-2016,-0.57533
22-Sep-2016,0.647884
21-Sep-2016,1.085795
20-Sep-2016,0.029914
19-Sep-2016,-0.00187
16-Sep-2016,-0.377938
15-Sep-2016,1.005852
14-Sep-2016,-0.058785
13-Sep-2016,-1.494174
12-Sep-2016,1.45704
09-Sep-2016,-2.482775
08-Sep-2016,-0.222555
07-Sep-2016,-0.014636
06-Sep-2016,0.297724
02-Sep-2016,0.41923
01-Sep-2016,-0.004146
31-Aug-2016,-0.237861
30-Aug-2016,-0.19557
29-Aug-2016,0.52145
26-Aug-2016,-0.15801
25-Aug-2016,-0.136617
24-Aug-2016,-0.525407
23-Aug-2016,0.194986
22-Aug-2016,-0.056338
19-Aug-2016,-0.144135
18-Aug-2016,0.219718
17-Aug-2016,0.186681
16-Aug-2016,-0.549414
15-Aug-2016,0.278908
12-Aug-2016,-0.079637
11-Aug-2016,0.472339
10-Aug-2016,-0.28688
09-Aug-2016,0.038967
08-Aug-2016,-0.090747
05-Aug-2016,0.856664
04-Aug-2016,0.021257
03-Aug-2016,0.312904
02-Aug-2016,-0.638191
01-Aug-2016,-0.127059
29-Jul-2016,0.162996
28-Jul-2016,0.160493
27-Jul-2016,-0.119933
26-Jul-2016,0.032275
25-Jul-2016,-0.3016
22-Jul-2016,0.454358
21-Jul-2016,-0.361902
20-Jul-2016,0.426121
19-Jul-2016,-0.143627
18-Jul-2016,0.237951
15-Jul-2016,-0.092937
14-Jul-2016,0.524539
13-Jul-2016,0.013474
12-Jul-2016,0.698485
11-Jul-2016,0.340281
08-Jul-2016,1.513819
07-Jul-2016,-0.087192
06-Jul-2016,0.533872
05-Jul-2016,-0.687108
01-Jul-2016,0.194678
30-Jun-2016,1.347382
29-Jun-2016,1.688922
28-Jun-2016,1.761416
27-Jun-2016,-1.826225
24-Jun-2016,-3.658078
23-Jun-2016,1.327551
22-Jun-2016,-0.165295
21-Jun-2016,0.270844
20-Jun-2016,0.579137
17-Jun-2016,-0.326327
16-Jun-2016,0.31281
15-Jun-2016,-0.184238
14-Jun-2016,-0.180051
13-Jun-2016,-0.814829
10-Jun-2016,-0.921757
09-Jun-2016,-0.171917
08-Jun-2016,0.330399
07-Jun-2016,0.128863
06-Jun-2016,0.488531
03-Jun-2016,-0.2916
02-Jun-2016,0.282073
01-Jun-2016,0.112957
31-May-2016,-0.100095
27-May-2016,0.427771
26-May-2016,-0.021049
25-May-2016,0.695054
24-May-2016,1.358863
23-May-2016,-0.208762
20-May-2016,0.600145
19-May-2016,-0.371361
18-May-2016,0.020514
17-May-2016,-0.945589
16-May-2016,0.974901
13-May-2016,-0.851437
12-May-2016,-0.016955
11-May-2016,-0.960756
10-May-2016,1.240639
09-May-2016,0.075319
06-May-2016,0.316961
05-May-2016,-0.023892
04-May-2016,-0.595458
03-May-2016,-0.871459
02-May-2016,0.777966
29-Apr-2016,-0.507594
28-Apr-2016,-0.927371
27-Apr-2016,0.164802
26-Apr-2016,0.187104
25-Apr-2016,-0.181367
22-Apr-2016,0.004781
21-Apr-2016,-0.52076
20-Apr-2016,0.076132
19-Apr-2016,0.307976
